freq, MHz	val1	val2	val3	unit
0,0996	16,8761			dBuV
0,0997	19,9365			dBuV
0,0998	13,5605			dBuV
0,0999	14,8451			dBuV
0,1000	17,9052			dBuV
0,1001	13,5501			dBuV
0,1002	21,4593			dBuV
0,1003	14,2098			dBuV
0,1004	20,4678			dBuV
0,1005	20,8632			dBuV
0,1006	22,3871			dBuV
0,1007	15,3204			dBuV
0,1008	18,4529			dBuV
0,1009	20,6017			dBuV
0,1010	20,6365			dBuV
0,1011	18,6899			dBuV
0,1012	20,4220			dBuV
0,1013	15,0745			dBuV
0,1014	18,3032			dBuV
0,1015	18,7243			dBuV
0,1016	18,6697			dBuV
0,1017	22,3583			dBuV
0,1018	21,4599			dBuV
0,1019	15,4997			dBuV
0,1020	20,0049			dBuV
0,1021	19,5329			dBuV
0,1022	21,0024			dBuV
0,1023	11,5892			dBuV
0,1024	17,5475			dBuV
0,1025	23,1871			dBuV
0,1026	12,8414			dBuV
0,1027	21,1699			dBuV
0,1028	17,2883			dBuV
0,1029	16,1345			dBuV
0,1030	19,8925			dBuV
0,1031	16,6454			dBuV
0,1032	23,1889			dBuV
0,1033	17,7996			dBuV
0,1034	16,4827			dBuV
0,1035	19,4906			dBuV
0,1036	18,6877			dBuV
0,1037	18,1742			dBuV
0,1038	18,9006			dBuV
0,1039	13,0201			dBuV
0,1040	18,3239			dBuV
0,1041	20,7838			dBuV
0,1042	16,0624			dBuV
0,1043	18,3035			dBuV
0,1044	19,2076			dBuV
0,1045	14,5839			dBuV
0,1046	19,6266			dBuV
0,1047	17,4811			dBuV
0,1048	11,1484			dBuV
0,1049	18,7788			dBuV
0,1050	17,6932			dBuV
0,1051	16,7597			dBuV
0,1052	17,6178			dBuV
0,1053	14,4168			dBuV
0,1054	18,4779			dBuV
0,1055	17,5709			dBuV
0,1056	17,8665			dBuV
0,1057	15,1395			dBuV
0,1058	18,0462			dBuV
0,1059	16,5661			dBuV
0,1060	18,2697			dBuV
0,1061	16,2259			dBuV
0,1062	20,9345			dBuV
0,1063	20,4500			dBuV
0,1064	16,7820			dBuV
0,1065	17,3712			dBuV
0,1066	16,7631			dBuV
0,1067	16,4961			dBuV
0,1068	19,6338			dBuV
0,1069	15,7480			dBuV
0,1070	17,5692			dBuV
0,1071	19,0723			dBuV
0,1072	16,3597			dBuV
0,1073	20,1537			dBuV
0,1074	17,3780			dBuV
0,1075	16,7203			dBuV
0,1076	18,3239			dBuV
0,1077	12,9191			dBuV
0,1078	19,4805			dBuV
0,1079	18,3257			dBuV
0,1080	18,8510			dBuV
0,1081	20,9745			dBuV
0,1082	12,1673			dBuV
0,1083	22,5081			dBuV
0,1084	14,8585			dBuV
0,1085	20,6048			dBuV
0,1086	15,4365			dBuV
0,1087	19,3522			dBuV
0,1088	20,7008			dBuV
0,1089	21,6811			dBuV
0,1090	18,6663			dBuV
0,1091	22,0857			dBuV
0,1092	10,0853			dBuV
0,1093	19,7437			dBuV
0,1094	19,4432			dBuV
0,1095	19,8761			dBuV
0,1096	16,6606			dBuV
0,1097	12,6547			dBuV
0,1098	21,6386			dBuV
0,1099	12,6080			dBuV
0,1100	17,9513			dBuV
0,1101	14,0502			dBuV
0,1102	18,7509			dBuV
0,1103	20,5773			dBuV
0,1104	15,4056			dBuV
0,1105	13,5778			dBuV
0,1106	14,2627			dBuV
0,1107	19,8678			dBuV
0,1108	23,5516			dBuV
0,1109	21,8498			dBuV
0,1110	17,8595			dBuV
0,1111	17,9455			dBuV
0,1112	16,1264			dBuV
0,1113	16,3277			dBuV
0,1114	19,7930			dBuV
0,1115	23,4979			dBuV
0,1116	17,6517			dBuV
0,1117	19,1804			dBuV
0,1118	19,9415			dBuV
0,1119	20,2231			dBuV
0,1120	11,3232			dBuV
0,1121	16,8106			dBuV
0,1122	14,9595			dBuV
0,1123	18,4005			dBuV
0,1124	19,3206			dBuV
0,1125	19,1606			dBuV
0,1126	17,2942			dBuV
0,1127	18,3821			dBuV
0,1128	13,1302			dBuV
0,1129	13,3922			dBuV
0,1130	16,3055			dBuV
0,1131	20,4486			dBuV
0,1132	11,6474			dBuV
0,1133	12,0901			dBuV
0,1134	17,4730			dBuV
0,1135	18,3228			dBuV
0,1136	18,7086			dBuV
0,1137	13,7569			dBuV
0,1138	20,7266			dBuV
0,1139	16,8656			dBuV
0,1140	19,1034			dBuV
0,1141	17,6188			dBuV
0,1142	11,5470			dBuV
0,1143	18,7474			dBuV
0,1144	18,6973			dBuV
0,1145	16,7703			dBuV
0,1146	10,3851			dBuV
0,1147	21,5241			dBuV
0,1148	14,8037			dBuV
0,1149	20,0916			dBuV
0,1150	11,5196			dBuV
0,1151	12,7270			dBuV
0,1152	19,3698			dBuV
0,1153	17,3684			dBuV
0,1154	16,9561			dBuV
0,1155	17,8917			dBuV
0,1156	17,3451			dBuV
0,1157	20,7700			dBuV
0,1158	15,1854			dBuV
0,1159	16,0097			dBuV
0,1160	14,9576			dBuV
0,1161	18,1967			dBuV
0,1162	10,4259			dBuV
0,1163	9,7799			dBuV
0,1164	20,8154			dBuV
0,1165	21,5174			dBuV
0,1166	13,3858			dBuV
0,1167	15,3781			dBuV
0,1168	17,3538			dBuV
0,1169	10,9845			dBuV
0,1170	16,7725			dBuV
0,1171	17,8986			dBuV
0,1172	19,2483			dBuV
0,1173	15,8845			dBuV
0,1174	19,5284			dBuV
0,1175	20,1688			dBuV
0,1176	11,7876			dBuV
0,1177	14,0844			dBuV
0,1178	15,2666			dBuV
0,1179	13,9201			dBuV
0,1180	13,4882			dBuV
0,1181	17,7282			dBuV
0,1182	15,2468			dBuV
0,1183	13,6235			dBuV
0,1184	17,6988			dBuV
0,1185	16,1721			dBuV
0,1186	15,4020			dBuV
0,1187	19,8348			dBuV
0,1188	19,8049			dBuV
0,1189	14,7414			dBuV
0,1190	20,1733			dBuV
0,1191	17,7351			dBuV
0,1192	19,6970			dBuV
0,1193	20,7412			dBuV
0,1194	19,5721			dBuV
0,1195	14,3626			dBuV
0,1196	17,0839			dBuV
0,1197	12,9502			dBuV
0,1198	12,9827			dBuV
0,1199	10,9638			dBuV
0,1200	11,6925			dBuV
0,1201	18,9438			dBuV
0,1202	12,1405			dBuV
0,1203	13,9991			dBuV
0,1204	20,0114			dBuV
0,1205	16,1183			dBuV
0,1206	17,1658			dBuV
0,1207	16,1462			dBuV
0,1208	8,2112			dBuV
0,1209	12,0796			dBuV
0,1210	20,2607			dBuV
0,1211	16,3418			dBuV
0,1212	13,8353			dBuV
0,1213	17,0654			dBuV
0,1214	13,5063			dBuV
0,1215	12,4865			dBuV
0,1216	17,0189			dBuV
0,1217	16,5933			dBuV
0,1218	15,1511			dBuV
0,1219	15,5855			dBuV
0,1220	19,1057			dBuV
0,1221	19,4053			dBuV
0,1222	17,8302			dBuV
0,1223	15,6541			dBuV
0,1224	16,6215			dBuV
0,1225	19,5391			dBuV
0,1226	17,3582			dBuV
0,1227	16,6746			dBuV
0,1228	11,5946			dBuV
0,1229	13,1281			dBuV
0,1230	10,5132			dBuV
0,1231	15,3315			dBuV
0,1232	17,3166			dBuV
0,1233	17,7687			dBuV
0,1234	14,4840			dBuV
0,1235	14,9845			dBuV
0,1236	18,3517			dBuV
0,1237	15,6143			dBuV
0,1238	16,3005			dBuV
0,1239	16,2478			dBuV
0,1240	18,6489			dBuV
0,1241	14,8111			dBuV
0,1242	17,7186			dBuV
0,1243	16,6505			dBuV
0,1244	22,0851			dBuV
0,1245	12,5134			dBuV
0,1246	16,6268			dBuV
0,1247	16,5157			dBuV
0,1248	7,5705			dBuV
0,1249	16,2803			dBuV
0,1250	15,7919			dBuV
0,1251	14,6711			dBuV
0,1252	16,9244			dBuV
0,1253	17,5959			dBuV
0,1254	13,8123			dBuV
0,1255	19,0660			dBuV
0,1256	13,3238			dBuV
0,1257	17,8223			dBuV
0,1258	16,5998			dBuV
0,1259	19,4169			dBuV
0,1260	18,4831			dBuV
0,1261	12,4806			dBuV
0,1262	19,6048			dBuV
0,1263	18,1322			dBuV
0,1264	15,0363			dBuV
0,1265	11,6537			dBuV
0,1266	17,7274			dBuV
0,1267	13,1871			dBuV
0,1268	14,6204			dBuV
0,1269	15,8312			dBuV
0,1270	21,3756			dBuV
0,1271	21,0914			dBuV
0,1272	12,3181			dBuV
0,1273	15,9445			dBuV
0,1274	20,0844			dBuV
0,1275	17,8207			dBuV
0,1276	18,2431			dBuV
0,1277	16,5970			dBuV
0,1278	16,4951			dBuV
0,1279	15,4800			dBuV
0,1280	17,6197			dBuV
0,1281	18,9116			dBuV
0,1282	16,9432			dBuV
0,1283	16,8393			dBuV
0,1284	12,2404			dBuV
0,1285	19,2872			dBuV
0,1286	17,4038			dBuV
0,1287	11,3401			dBuV
0,1288	14,1014			dBuV
0,1289	16,5252			dBuV
0,1290	19,0571			dBuV
0,1291	16,4514			dBuV
0,1292	15,4705			dBuV
0,1293	12,9958			dBuV
0,1294	16,1840			dBuV
0,1295	16,9182			dBuV
0,1296	11,6634			dBuV
0,1297	10,2313			dBuV
0,1298	15,5474			dBuV
0,1299	17,0239			dBuV
0,1300	14,1416			dBuV
0,1301	12,5503			dBuV
0,1302	16,6681			dBuV
0,1303	16,2107			dBuV
0,1304	18,4985			dBuV
0,1305	15,3169			dBuV
0,1306	13,0276			dBuV
0,1307	16,0674			dBuV
0,1308	14,0903			dBuV
0,1309	15,9988			dBuV
0,1310	14,9516			dBuV
0,1311	14,1294			dBuV
0,1312	18,1362			dBuV
0,1313	14,4460			dBuV
0,1314	17,6058			dBuV
0,1315	17,4161			dBuV
0,1316	15,5069			dBuV
0,1317	15,7593			dBuV
0,1318	14,2884			dBuV
0,1319	16,7434			dBuV
0,1320	16,3851			dBuV
0,1321	17,0284			dBuV
0,1322	12,4686			dBuV
0,1323	13,8685			dBuV
0,1324	14,6385			dBuV
0,1325	12,8992			dBuV
0,1326	17,7436			dBuV
0,1327	16,7937			dBuV
0,1328	17,8264			dBuV
0,1329	17,6097			dBuV
0,1330	17,6170			dBuV
0,1331	13,4803			dBuV
0,1332	17,2686			dBuV
0,1333	14,5334			dBuV
0,1334	15,2990			dBuV
0,1335	19,5410			dBuV
0,1336	21,0377			dBuV
0,1337	15,6544			dBuV
0,1338	15,8275			dBuV
0,1339	14,1099			dBuV
0,1340	11,8365			dBuV
0,1341	11,0210			dBuV
0,1342	18,9957			dBuV
0,1343	13,5009			dBuV
0,1344	15,9077			dBuV
0,1345	9,2926			dBuV
0,1346	18,8718			dBuV
0,1347	16,3149			dBuV
0,1348	8,4662			dBuV
0,1349	13,3639			dBuV
0,1350	18,1214			dBuV
0,1351	17,4160			dBuV
0,1352	16,0418			dBuV
0,1353	14,9671			dBuV
0,1354	8,4646			dBuV
0,1355	14,0948			dBuV
0,1356	16,6691			dBuV
0,1357	17,9622			dBuV
0,1358	12,7644			dBuV
0,1359	14,5823			dBuV
0,1360	13,2862			dBuV
0,1361	18,4520			dBuV
0,1362	19,7780			dBuV
0,1363	13,5124			dBuV
0,1364	16,9534			dBuV
0,1365	18,6003			dBuV
0,1366	18,3288			dBuV
0,1367	19,7213			dBuV
0,1368	9,7468			dBuV
0,1369	15,9632			dBuV
0,1370	14,5109			dBuV
0,1371	12,4074			dBuV
0,1372	15,4506			dBuV
0,1373	17,6173			dBuV
0,1374	18,8902			dBuV
0,1375	14,7546			dBuV
0,1376	17,5038			dBuV
0,1377	12,6815			dBuV
0,1378	14,3989			dBuV
0,1379	14,8557			dBuV
0,1380	14,1963			dBuV
0,1381	15,7475			dBuV
0,1382	13,8242			dBuV
0,1383	17,6813			dBuV
0,1384	17,1943			dBuV
0,1385	15,1371			dBuV
0,1386	16,3659			dBuV
0,1387	20,1692			dBuV
0,1388	14,5743			dBuV
0,1389	15,8782			dBuV
0,1390	17,9329			dBuV
0,1391	16,2869			dBuV
0,1392	16,6349			dBuV
0,1393	17,1643			dBuV
0,1394	11,4957			dBuV
0,1395	9,5861			dBuV
0,1396	14,2081			dBuV
0,1397	14,5965			dBuV
0,1398	17,7507			dBuV
0,1399	10,3544			dBuV
0,1400	12,1464			dBuV
0,1401	15,7806			dBuV
0,1402	14,7458			dBuV
0,1403	13,6495			dBuV
0,1404	14,7831			dBuV
0,1405	17,1640			dBuV
0,1406	16,8724			dBuV
0,1407	12,5028			dBuV
0,1408	12,7786			dBuV
0,1409	15,7999			dBuV
0,1410	17,2636			dBuV
0,1411	15,0162			dBuV
0,1412	15,1633			dBuV
0,1413	16,0150			dBuV
0,1414	14,3499			dBuV
0,1415	8,2720			dBuV
0,1416	10,3762			dBuV
0,1417	18,3056			dBuV
0,1418	14,9264			dBuV
0,1419	15,1041			dBuV
0,1420	14,8791			dBuV
0,1421	18,5348			dBuV
0,1422	12,5635			dBuV
0,1423	14,4917			dBuV
0,1424	15,3679			dBuV
0,1425	13,9423			dBuV
0,1426	18,8865			dBuV
0,1427	16,4158			dBuV
0,1428	10,6105			dBuV
0,1429	17,1149			dBuV
0,1430	16,6306			dBuV
0,1431	13,7808			dBuV
0,1432	15,5158			dBuV
0,1433	17,0988			dBuV
0,1434	12,2119			dBuV
0,1435	12,0846			dBuV
0,1436	10,9472			dBuV
0,1437	15,8736			dBuV
0,1438	16,0545			dBuV
0,1439	16,8143			dBuV
0,1440	12,5773			dBuV
0,1441	17,5269			dBuV
0,1442	6,6885			dBuV
0,1443	11,6038			dBuV
0,1444	18,3660			dBuV
0,1445	13,0724			dBuV
0,1446	15,3537			dBuV
0,1447	12,5788			dBuV
0,1448	12,0672			dBuV
0,1449	17,5241			dBuV
0,1450	14,7178			dBuV
0,1451	12,3581			dBuV
0,1452	13,5822			dBuV
0,1453	12,0294			dBuV
0,1454	12,0006			dBuV
0,1455	10,7165			dBuV
0,1456	12,0975			dBuV
0,1457	11,4635			dBuV
0,1458	15,2222			dBuV
0,1459	12,7165			dBuV
0,1460	16,5513			dBuV
0,1461	14,4332			dBuV
0,1462	9,9026			dBuV
0,1463	17,1524			dBuV
0,1464	10,4888			dBuV
0,1465	15,3992			dBuV
0,1466	17,7063			dBuV
0,1467	13,8636			dBuV
0,1468	16,3628			dBuV
0,1469	17,4273			dBuV
0,1470	15,7381			dBuV
0,1471	17,9048			dBuV
0,1472	14,7873			dBuV
0,1473	17,1495			dBuV
0,1474	10,5083			dBuV
0,1475	16,7222			dBuV
0,1476	15,1671			dBuV
0,1477	5,5087			dBuV
0,1478	18,4274			dBuV
0,1479	13,6626			dBuV
0,1480	11,6897			dBuV
0,1481	13,8934			dBuV
0,1482	17,5634			dBuV
0,1483	16,6835			dBuV
0,1484	15,7061			dBuV
0,1485	14,9538			dBuV
0,1486	12,0518			dBuV
0,1487	13,9899			dBuV
0,1488	16,6582			dBuV
0,1489	13,7029			dBuV
0,1490	16,6720			dBuV
0,1491	11,2919			dBuV
0,1492	11,4700			dBuV
0,1493	15,2895			dBuV
0,1494	14,3237			dBuV
0,1495	16,0546			dBuV
0,1496	10,2138			dBuV
0,1497	13,0653			dBuV
0,1498	12,4326			dBuV
0,1499	11,3990			dBuV
0,1500	32,0122			dBuV
0,1500	29,7950			dBuV
0,1545	29,9817			dBuV
0,1590	31,0207			dBuV
0,1635	29,4086			dBuV
0,1680	29,1151			dBuV
0,1725	29,4593			dBuV
0,1770	29,6405			dBuV
0,1815	28,8091			dBuV
0,1860	29,7547			dBuV
0,1905	29,2607			dBuV
0,1950	28,6883			dBuV
0,1995	28,3331			dBuV
0,2040	28,4780			dBuV
0,2085	28,9112			dBuV
0,2130	27,5105			dBuV
0,2175	28,2758			dBuV
0,2220	27,3476			dBuV
0,2265	27,3858			dBuV
0,2310	27,1334			dBuV
0,2355	27,4520			dBuV
0,2400	26,8389			dBuV
0,2445	26,8563			dBuV
0,2490	26,9820			dBuV
0,2535	26,1459			dBuV
0,2580	26,2930			dBuV
0,2625	25,7225			dBuV
0,2670	26,2560			dBuV
0,2715	26,2114			dBuV
0,2760	25,3121			dBuV
0,2805	26,3623			dBuV
0,2850	25,5889			dBuV
0,2895	25,0170			dBuV
0,2940	25,8646			dBuV
0,2985	24,5074			dBuV
0,3030	25,0948			dBuV
0,3075	24,8266			dBuV
0,3120	24,4842			dBuV
0,3165	24,0957			dBuV
0,3210	23,7942			dBuV
0,3255	24,0164			dBuV
0,3300	24,4315			dBuV
0,3345	23,7190			dBuV
0,3390	24,6102			dBuV
0,3435	23,9927			dBuV
0,3480	23,1970			dBuV
0,3525	23,0900			dBuV
0,3570	23,6335			dBuV
0,3615	22,6854			dBuV
0,3660	24,7906			dBuV
0,3705	23,3976			dBuV
0,3750	23,0606			dBuV
0,3795	22,2497			dBuV
0,3840	22,6839			dBuV
0,3885	22,1703			dBuV
0,3930	22,7170			dBuV
0,3975	23,3216			dBuV
0,4020	23,0739			dBuV
0,4065	23,0604			dBuV
0,4110	22,1577			dBuV
0,4155	23,2042			dBuV
0,4200	22,0241			dBuV
0,4245	22,4084			dBuV
0,4290	21,8328			dBuV
0,4335	21,3954			dBuV
0,4380	22,7097			dBuV
0,4425	21,3953			dBuV
0,4470	21,2879			dBuV
0,4515	22,0894			dBuV
0,4560	21,9797			dBuV
0,4605	21,4826			dBuV
0,4650	22,2608			dBuV
0,4695	21,9435			dBuV
0,4740	21,3833			dBuV
0,4785	21,5085			dBuV
0,4830	20,4324			dBuV
0,4875	20,9946			dBuV
0,4920	21,4128			dBuV
0,4965	21,0964			dBuV
0,5010	21,5763			dBuV
0,5055	21,6320			dBuV
0,5100	19,9802			dBuV
0,5145	21,1407			dBuV
0,5190	21,5212			dBuV
0,5235	20,6539			dBuV
0,5280	21,4568			dBuV
0,5325	20,9033			dBuV
0,5370	20,2830			dBuV
0,5415	20,3600			dBuV
0,5460	20,3856			dBuV
0,5505	20,6178			dBuV
0,5550	20,4787			dBuV
0,5595	20,4627			dBuV
0,5640	20,2835			dBuV
0,5685	20,6550			dBuV
0,5730	20,6805			dBuV
0,5775	20,5287			dBuV
0,5820	20,8820			dBuV
0,5865	20,4920			dBuV
0,5910	19,0807			dBuV
0,5955	20,0445			dBuV
0,6000	19,5942			dBuV
0,6045	20,4835			dBuV
0,6090	19,3667			dBuV
0,6135	19,2049			dBuV
0,6180	19,4128			dBuV
0,6225	19,2185			dBuV
0,6270	18,6202			dBuV
0,6315	19,2467			dBuV
0,6360	19,1786			dBuV
0,6405	19,5968			dBuV
0,6450	19,4399			dBuV
0,6494	18,8389			dBuV
0,6539	19,0708			dBuV
0,6584	18,8242			dBuV
0,6629	18,0317			dBuV
0,6674	19,4333			dBuV
0,6719	19,5321			dBuV
0,6764	18,7381			dBuV
0,6809	18,8927			dBuV
0,6854	18,1797			dBuV
0,6899	18,9539			dBuV
0,6944	18,4581			dBuV
0,6989	18,9726			dBuV
0,7034	19,7709			dBuV
0,7079	18,3064			dBuV
0,7124	18,6912			dBuV
0,7169	18,1198			dBuV
0,7214	18,4942			dBuV
0,7259	18,6705			dBuV
0,7304	18,7004			dBuV
0,7349	18,5410			dBuV
0,7394	18,4168			dBuV
0,7439	18,9867			dBuV
0,7484	18,5378			dBuV
0,7529	18,2645			dBuV
0,7574	18,7738			dBuV
0,7619	18,5455			dBuV
0,7664	19,3779			dBuV
0,7709	18,0592			dBuV
0,7754	18,7809			dBuV
0,7799	18,8912			dBuV
0,7844	17,5371			dBuV
0,7889	18,5479			dBuV
0,7934	17,9493			dBuV
0,7979	16,9430			dBuV
0,8024	18,2655			dBuV
0,8069	17,6873			dBuV
0,8114	16,9714			dBuV
0,8159	17,0720			dBuV
0,8204	17,7618			dBuV
0,8249	17,1947			dBuV
0,8294	17,4139			dBuV
0,8339	17,2462			dBuV
0,8384	17,2392			dBuV
0,8429	17,5713			dBuV
0,8474	17,1822			dBuV
0,8519	17,5140			dBuV
0,8564	17,1305			dBuV
0,8609	17,2031			dBuV
0,8654	16,9237			dBuV
0,8699	17,2562			dBuV
0,8744	16,8957			dBuV
0,8789	16,8368			dBuV
0,8834	17,4856			dBuV
0,8879	16,6571			dBuV
0,8924	17,2093			dBuV
0,8969	16,7632			dBuV
0,9014	17,2185			dBuV
0,9059	17,3509			dBuV
0,9104	18,1163			dBuV
0,9149	16,9492			dBuV
0,9194	16,2515			dBuV
0,9239	16,7766			dBuV
0,9284	17,5869			dBuV
0,9329	16,0361			dBuV
0,9374	17,5764			dBuV
0,9419	17,0225			dBuV
0,9464	15,9763			dBuV
0,9509	16,4417			dBuV
0,9554	17,0536			dBuV
0,9599	16,7542			dBuV
0,9644	15,1250			dBuV
0,9689	17,0605			dBuV
0,9734	15,8286			dBuV
0,9779	16,3715			dBuV
0,9824	16,9287			dBuV
0,9869	16,4188			dBuV
0,9914	16,3013			dBuV
0,9959	17,0001			dBuV
1,0004	17,3054			dBuV
1,0049	15,9538			dBuV
1,0094	15,8471			dBuV
1,0139	16,6906			dBuV
1,0184	16,0267			dBuV
1,0229	15,7057			dBuV
1,0274	16,1129			dBuV
1,0319	15,6693			dBuV
1,0364	15,7605			dBuV
1,0409	16,6540			dBuV
1,0454	16,3232			dBuV
1,0499	16,0250			dBuV
1,0544	16,1378			dBuV
1,0589	15,5969			dBuV
1,0634	15,9394			dBuV
1,0679	16,1628			dBuV
1,0724	15,8021			dBuV
1,0769	16,1485			dBuV
1,0814	16,6525			dBuV
1,0859	16,0000			dBuV
1,0904	16,8338			dBuV
1,0949	15,1420			dBuV
1,0994	15,2966			dBuV
1,1039	16,1999			dBuV
1,1084	15,7186			dBuV
1,1129	16,6721			dBuV
1,1174	16,4158			dBuV
1,1219	15,9862			dBuV
1,1264	15,6940			dBuV
1,1309	16,5707			dBuV
1,1354	16,4677			dBuV
1,1399	15,4799			dBuV
1,1444	16,3383			dBuV
1,1489	16,5533			dBuV
1,1534	15,7605			dBuV
1,1579	15,4810			dBuV
1,1624	16,6352			dBuV
1,1669	16,0425			dBuV
1,1714	14,3989			dBuV
1,1759	14,7122			dBuV
1,1804	16,1421			dBuV
1,1849	15,9513			dBuV
1,1894	15,4560			dBuV
1,1939	15,4413			dBuV
1,1984	15,1095			dBuV
1,2029	16,3026			dBuV
1,2074	15,6295			dBuV
1,2119	15,7657			dBuV
1,2164	16,0957			dBuV
1,2209	16,5547			dBuV
1,2254	15,5325			dBuV
1,2299	16,3450			dBuV
1,2344	15,4846			dBuV
1,2389	15,5353			dBuV
1,2434	14,3175			dBuV
1,2479	15,3354			dBuV
1,2524	15,8509			dBuV
1,2569	15,0978			dBuV
1,2614	15,6897			dBuV
1,2659	13,5794			dBuV
1,2704	14,9154			dBuV
1,2749	15,7763			dBuV
1,2794	15,1526			dBuV
1,2839	15,0791			dBuV
1,2884	14,7004			dBuV
1,2929	15,0457			dBuV
1,2974	15,4518			dBuV
1,3019	15,6494			dBuV
1,3064	15,2376			dBuV
1,3109	15,2686			dBuV
1,3154	15,2810			dBuV
1,3199	15,3905			dBuV
1,3244	15,3190			dBuV
1,3289	14,9497			dBuV
1,3334	14,5405			dBuV
1,3379	14,2237			dBuV
1,3424	15,0815			dBuV
1,3469	15,1808			dBuV
1,3514	16,3368			dBuV
1,3559	15,1663			dBuV
1,3604	15,1303			dBuV
1,3649	14,0862			dBuV
1,3694	14,7710			dBuV
1,3739	15,1278			dBuV
1,3784	15,2567			dBuV
1,3829	14,7653			dBuV
1,3874	15,3230			dBuV
1,3919	14,3224			dBuV
1,3964	14,6495			dBuV
1,4009	15,4756			dBuV
1,4054	14,8016			dBuV
1,4099	14,9331			dBuV
1,4144	15,7054			dBuV
1,4189	16,0898			dBuV
1,4234	14,5581			dBuV
1,4279	14,7851			dBuV
1,4324	14,4340			dBuV
1,4369	14,6977			dBuV
1,4414	14,1959			dBuV
1,4459	15,3623			dBuV
1,4504	14,8707			dBuV
1,4549	14,2371			dBuV
1,4594	14,3490			dBuV
1,4639	13,8074			dBuV
1,4684	14,2698			dBuV
1,4729	13,9873			dBuV
1,4774	13,0724			dBuV
1,4819	13,5472			dBuV
1,4864	14,7246			dBuV
1,4909	14,2624			dBuV
1,4954	13,9465			dBuV
1,4999	14,5758			dBuV
1,5044	13,3618			dBuV
1,5089	13,5063			dBuV
1,5134	14,1711			dBuV
1,5179	14,7189			dBuV
1,5224	14,2092			dBuV
1,5269	14,1090			dBuV
1,5314	13,9804			dBuV
1,5359	14,2576			dBuV
1,5404	14,1333			dBuV
1,5449	13,1620			dBuV
1,5494	13,5974			dBuV
1,5539	14,0020			dBuV
1,5584	13,5133			dBuV
1,5629	14,3864			dBuV
1,5674	14,0511			dBuV
1,5719	14,2661			dBuV
1,5764	14,2939			dBuV
1,5809	13,8054			dBuV
1,5854	14,0944			dBuV
1,5899	14,6095			dBuV
1,5944	13,6585			dBuV
1,5989	14,4770			dBuV
1,6034	14,3529			dBuV
1,6079	14,2187			dBuV
1,6124	13,3735			dBuV
1,6169	14,4808			dBuV
1,6214	13,5217			dBuV
1,6259	13,9316			dBuV
1,6304	14,0687			dBuV
1,6349	13,6109			dBuV
1,6394	13,9479			dBuV
1,6438	14,1908			dBuV
1,6483	13,8133			dBuV
1,6528	13,4900			dBuV
1,6573	12,9854			dBuV
1,6618	13,6397			dBuV
1,6663	13,5290			dBuV
1,6708	13,3924			dBuV
1,6753	13,5709			dBuV
1,6798	13,9172			dBuV
1,6843	13,5664			dBuV
1,6888	14,1748			dBuV
1,6933	12,8090			dBuV
1,6978	13,4610			dBuV
1,7023	13,4640			dBuV
1,7068	13,0434			dBuV
1,7113	13,2901			dBuV
1,7158	13,5271			dBuV
1,7203	13,7325			dBuV
1,7248	12,7135			dBuV
1,7293	13,4613			dBuV
1,7338	13,4475			dBuV
1,7383	13,5143			dBuV
1,7428	13,1170			dBuV
1,7473	13,1785			dBuV
1,7518	12,8335			dBuV
1,7563	13,4619			dBuV
1,7608	12,6820			dBuV
1,7653	13,2475			dBuV
1,7698	13,2967			dBuV
1,7743	13,2930			dBuV
1,7788	13,7342			dBuV
1,7833	13,0702			dBuV
1,7878	13,1551			dBuV
1,7923	13,0584			dBuV
1,7968	13,0590			dBuV
1,8013	12,6658			dBuV
1,8058	13,4880			dBuV
1,8103	12,6751			dBuV
1,8148	13,1873			dBuV
1,8193	13,9191			dBuV
1,8238	13,4888			dBuV
1,8283	13,3354			dBuV
1,8328	13,1523			dBuV
1,8373	13,6476			dBuV
1,8418	13,4175			dBuV
1,8463	13,2630			dBuV
1,8508	12,1949			dBuV
1,8553	11,9331			dBuV
1,8598	13,1085			dBuV
1,8643	12,7739			dBuV
1,8688	12,5606			dBuV
1,8733	13,3174			dBuV
1,8778	13,2021			dBuV
1,8823	12,3576			dBuV
1,8868	12,4283			dBuV
1,8913	13,2223			dBuV
1,8958	12,8860			dBuV
1,9003	12,5607			dBuV
1,9048	13,0968			dBuV
1,9093	12,7890			dBuV
1,9138	12,6124			dBuV
1,9183	13,4168			dBuV
1,9228	12,5630			dBuV
1,9273	12,9290			dBuV
1,9318	12,2457			dBuV
1,9363	12,3408			dBuV
1,9408	12,8232			dBuV
1,9453	13,3748			dBuV
1,9498	12,5446			dBuV
1,9543	12,4653			dBuV
1,9588	12,2667			dBuV
1,9633	13,0411			dBuV
1,9678	13,1672			dBuV
1,9723	12,6582			dBuV
1,9768	12,0995			dBuV
1,9813	13,0218			dBuV
1,9858	13,2614			dBuV
1,9903	12,9114			dBuV
1,9948	12,8397			dBuV
1,9993	12,9976			dBuV
2,0038	12,4741			dBuV
2,0083	12,3682			dBuV
2,0128	13,3613			dBuV
2,0173	11,3156			dBuV
2,0218	12,8861			dBuV
2,0263	13,1412			dBuV
2,0308	12,8062			dBuV
2,0353	12,0401			dBuV
2,0398	12,8112			dBuV
2,0443	12,3451			dBuV
2,0488	12,9041			dBuV
2,0533	12,3718			dBuV
2,0578	11,5122			dBuV
2,0623	12,7130			dBuV
2,0668	12,4424			dBuV
